parent_asin,title,original_description,original_features,image_url,image_variant,ai_generated_description
B000A177ZA,Women's Health    Print Magazine,,,https://m.media-amazon.com/images/I/614GOZvtRQL._AC_.jpg,MAIN,a woman in a red top on the cover of a magazine
B00006LDND,Saltscapes    Print Magazine,,,https://m.media-amazon.com/images/I/5141vfXrngL._AC_.jpg,MAIN,a magazine with a picture of a sailer on the cover
B00006K85A,Catholic Family News    Print Magazine,A traditional Catholic monthly.,,https://m.media-amazon.com/images/I/51uHuFuhK8L._AC_.jpg,MAIN,catholic family news the media messenger or servant of power
B00005N7UW,Time Out New York,,,https://m.media-amazon.com/images/I/51qWPX-fJiL._AC_.jpg,MAIN,a magazine with a bunch of people on it
B00006LCNH,Jacksonville,,,https://m.media-amazon.com/images/I/61m4Fl+a-ML._AC_.jpg,MAIN,"the cover of the cookbook, with a blackboard background"
B002BFZ9OO,American Cowboy    Print Magazine,"American Cowboy captures the spirit of the American West. Each issue serves up Western living, personalities, ranching, rodeo, travel, history, music, art, fashion and more! Get the best of the west with every action-packed issue.",,https://m.media-amazon.com/images/I/61ouZm3-D6L._AC_.jpg,MAIN,"the cover of american cowboy magazine, featuring a longhorn"
B00007G2PP,Journal of Consciousness Studies    Print Magazine,"Journal of Consciousness Studies is a peer-reviewed journal which examines issues and ideas related to cognitive science, neurophysiology, and philosophy.",,https://m.media-amazon.com/images/I/51IiSvIIdVL._AC_.jpg,MAIN,the cover of a book with a red rose on it
B00HETDFKW,Leisure Painter,,,https://m.media-amazon.com/images/I/517m0VpgimL._AC_.jpg,MAIN,the cover of the issue of leisure painter magazine
B00008GT1F,Kitplanes,,,https://m.media-amazon.com/images/I/61260bUHIQL._AC_.jpg,MAIN,a magazine cover with an airplane on the cover
B000225WAY,New York Times - National Edition,,,https://m.media-amazon.com/images/I/611AGMH5ATL._AC_.jpg,MAIN,"the front page of the new york times, with a photo of an american flag"
B007Q1M37Y,Sports Illustrated    Print Magazine,"Sports Illustrated brings you spectacular action photography and in-depth coverage. With Sports Illustrated, you get into it!",,https://m.media-amazon.com/images/I/61htsyh9tEL._AC_.jpg,MAIN,a group of football players standing on top of a magazine cover
B00N5ASI2E,"Growth Chart for Kids, Stylish Wooden Life Tree Design – Perfect Baby Shower or Birthday Gifts – Unique Nursery Décor or Kids Room Decor.","Light wear, WILL NOT SHIP TO A CORRECTIONAL FACILITY OR DETENTION CENTER, will be shipped in a large envelope, shipping label will be covered, smoke free/pet free home, single issue magazine",,https://m.media-amazon.com/images/I/41h2VjrHHXL._AC_.jpg,MAIN,"the cover of people magazine, featuring a photo of a woman ' s face"
B07W47FXKB,Zoobooks    Print Magazine,"Simply written and beautifully illustrated. Each monthly issue ""captures"" one of 60 different animals through magnificent photography, illustrations, diagrams, descriptions and includes interactive activity pages. Kids get ""up close and personal"" with the world's most amazing creatures.",,https://m.media-amazon.com/images/I/61MXBwYIOuL._AC_.jpg,MAIN,a picture of a cat on the cover of zoos little cats
B00006KA72,Cooking for Profit    Print Magazine,"Targeted to owners, operators and staff of restaurants, schools, health care facilities and other volume operations. Emphasizes recipes, food preparation, kitchen techniques, foodservice equipment, and management. Feature a profile of a successful foodservice operation every month.",,https://m.media-amazon.com/images/I/51xDUMIv++L._AC_.jpg,MAIN,"cooking for profit magazine, november 2014"
B0000A0NLJ,chickaDEE,,,https://m.media-amazon.com/images/I/51g9DHXp6kL._AC_.jpg,MAIN,"the cover of the children ' s book chickdef, featuring an image of a robot and a dog"
B0018KU2TA,Sparkle World    Print Magazine,"There's sparkly fun for everyone when My Little Pony, Polly Pocket, Strawberry Shortcake, Rainbow Magic and other favorites get together in this delightful magazine for little girls. Each issue contains stories, a collectible poster and a workbook with fun, educational activities designed to help encourage the development of early learning skills needed to succeed in school while having fun with their favorite characters. Published 6 times a year, this magazine is perfect for girls aged 3 to 8.",,https://m.media-amazon.com/images/I/61IFeOtt2eL._AC_.jpg,MAIN,my little pony sparkle world 7 stickers
B009NLKSJ0,Black & White,,,https://m.media-amazon.com/images/I/5195cyzAYiS._AC_.jpg,MAIN,black and white magazine cover art print 12x12
B00XZF1JUM,Nation,,,https://m.media-amazon.com/images/I/51Ot4hHMvoL._AC_.jpg,MAIN,a magazine cover with a car in the water
B000O1PKOG,Garden & Gun,,,https://m.media-amazon.com/images/I/518p929CDHL._AC_.jpg,MAIN,the front cover of a magazine with a long horn
B079JCLP2G,Los Angeles Magazine,,,https://m.media-amazon.com/images/I/51rXUIXY8XL._AC_.jpg,MAIN,disney magazine cover featuring the characters from the animated disney movie
B00006KOMK,Mountain Bike Action,,,https://m.media-amazon.com/images/I/61vA5DK8gmL._AC_.jpg,MAIN,a magazine with a cover of a mountain bike
B001TP73UK,Runner's World    Print Magazine,,,https://m.media-amazon.com/images/I/61tUTWWh2tL._AC_.jpg,MAIN,a man running on the cover of runner ' s world magazine
B000F9SY9K,Baltimore Magazine,,,https://m.media-amazon.com/images/I/51Gsdg6-6KL._AC_.jpg,MAIN,"the cover of the book, ' best bett '"
B007FIR1Z2,Home & Design Magazine,,,https://m.media-amazon.com/images/I/51v9bOfIXsL._AC_.jpg,MAIN,a magazine cover with a table and chairs
B004O51QNC,Meat Goat Monthly News    Print Magazine,"Meat Goat Monthly News features news about the meat goat industry, sales results from auctions of fullblood Boer goats, current commercial auction prices, articles on goat health, and news from the American Meat Goat Association.",,https://m.media-amazon.com/images/I/51+IHU1SHML._AC_.jpg,MAIN,the cover of a magazine featuring a man petting a goat
B002SLHUNO,Roma    Print Magazine,,,https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_.gif,MAIN,the north face chia bean bean bag
B00005NIOR,Runner's World    Print Magazine,,,https://m.media-amazon.com/images/I/61tUTWWh2tL._AC_.jpg,MAIN,a man running on the cover of runner ' s world magazine
B00005NIRE,Dwell    Single Issue Magazine,"Dwell is an exploration of what it means to live in the modern world. Through the use of award-winning photography and lucid text, Dwell presents a view of modern design that is fresh, non-traditional, and wholly unique. By uncovering undiscovered sources, highlighting the latest building materials, reporting on the newest products and furniture, and capturing the most exciting gestures in the world of interior design and architecture, Dwell sustains a trusted voice and remains an important arbiter of modern culture.",,https://m.media-amazon.com/images/I/51O05NhnASL._AC_.jpg,MAIN,dwell magazine cover with a tree in the background
B00007B0ZZ,Railfan & Railroad,,,https://m.media-amazon.com/images/I/61JSFZCCCPL._AC_.jpg,MAIN,a magazine cover with a train on the tracks
B000BNNIGO,Motorcycle Classics,,,https://m.media-amazon.com/images/I/51u7Iy6dThL._AC_.jpg,MAIN,a magazine with a motorcycle on the cover
B015HSVUJE,People en Espanol    Print Magazine,,,https://m.media-amazon.com/images/I/51ISU7AdvCL._AC_.jpg,MAIN,a woman in a white dress on the cover of a magazine
B000089G4Z,South Carolina Game & Fish    Print Magazine,An outdoorsman's guide to fishing and hunting in the Palmetto State.,,https://m.media-amazon.com/images/I/51HSDaz+yVL._AC_.jpg,MAIN,a magazine cover with a deer standing in the grass
B00007AVYI,Car and Driver    Print Magazine,,,https://m.media-amazon.com/images/I/61LF05tSF9L._AC_.jpg,MAIN,a magazine cover with four cars on the road
B0047VIALE,Writer's Digest,,,https://m.media-amazon.com/images/I/61H+HAqAqHL._AC_.jpg,MAIN,a woman with blue hair standing in front of a tree
B000K14M4E,World of Sudoku,,,https://m.media-amazon.com/images/I/51JStIJVE0L._AC_.jpg,MAIN,the world sudokui board game is shown on an orange background
B00006KAXW,Curve Magazine    Print Magazine,"Curve, the nation's best-selling lesbian magazine, sportlights all that is fresh, funny, exciting, controversial and cutting-edge in our community. Curve brings you the latest in lesbian-related celebrity interviews, news, politics, pop culture, style, travel, social issues and entertainment.",,https://m.media-amazon.com/images/I/41wfTCNdYhL._AC_.jpg,MAIN,a poster for a movie with a couple kissing in front of a blue background
B00006LKSL,Funny Times,,,https://m.media-amazon.com/images/I/51UHPOX6afL._AC_.jpg,MAIN,the cover of a children ' s book with an image of the statue of liberty
B01NCABXV8,Popular Mechanics    Print Magazine,"Popular Mechanics is for people who have a passion to know how things work. It's about how the latest advances in science and technology will impact your home, your car, consumer electronics, computers, even your health. Popular Mechanics - answers for curious minds.",,https://m.media-amazon.com/images/I/61ghL-bZi3L._AC_.jpg,MAIN,the cover of a magazine with a person using a drill
B000BR3AEU,Sojourners,,,https://m.media-amazon.com/images/I/51IeFaGiFuL._AC_.jpg,MAIN,a magazine cover with a man in a suit and tie
B01KANY78C,Conde Nast Traveler + FREE Portable Phone Charger    Print Magazine,"At Condé Nast Traveler, we inspire action for trips both big and small. We tell you where to go and what to do. We're here to give you exactly what you need, when you need it, so that wherever you are, you feel at home in the world. Because, finally, that's what it means to be a traveler. An annual subscription also includes our must-have Gold List, Reader's Choice and Hot List issues.",,https://m.media-amazon.com/images/I/519c4au3LYL._AC_.jpg,MAIN,a tablet with a magazine on the cover
B00007B2NM,Yankee,,,https://m.media-amazon.com/images/I/51I0dOQyeiL._AC_.jpg,MAIN,a magazine cover with a pumpkin on it
B00007G2SO,New York Review Of Books,,,https://m.media-amazon.com/images/I/41VPlO5YTdL._AC_.jpg,MAIN,a movie poster for the new book
B004XWOXGS,Tradarchers World,,,https://m.media-amazon.com/images/I/61nBNNqv6TL._AC_.jpg,MAIN,a magazine cover with an image of a man in camouflage gear
B000J0ZSIA,Octane,,,https://m.media-amazon.com/images/I/51JcQbGq0xL._AC_.jpg,MAIN,the front cover of a magazine with a white car
B00RBP2HG2,Allure All Access    Print Magazine,"Product Description Allure is the beauty expert, an insider’s guide to a woman's total image. Allure's mission is to investigate and celebrate beauty and fashion with objectivity and candor and to examine appearance in a larger cultural context. Through its journalistic approach and high aesthetic standards, Allure delivers content with credentials, which yields unwavering consumer trust. Amazon.com Review Allure is the gold standard in beauty. With three decades of expertise, Allure continues to influence, elevate, and redefine the beauty industry. With a truthful journalistic approach that is underscored by the Best of Beauty awards, Allure spotlights every aspect of the beauty industry. From the latest trends to the best new products, Allure provides beauty lovers and newcomers alike with the tips and tools to take their routines to the next level. Allure is redefining the very definition of beauty, continuing to lead cultural conversations that challenge norms and illustrate what r",,https://m.media-amazon.com/images/I/51HwPQywj8L._AC_.jpg,MAIN,a tablet and magazine on a white background
